"dp","U:0","U:1","U:2","T","T0","U0:0","U0:1","U0:2","p","p0","potential","rho","rho0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00026139375168324,0.000258282118011266,-0.394857287406921,0,1.05015456676483,1.04999995231628,0,-0.394688338041306,0,0.74973863363266,0.75,0.935973227024078,0.999504327774048,1,1,1.30130004882813,2,1.80130004882813,0
-0.000256216513099758,0.000271740689640865,-0.394850313663483,0,1.05016481876373,1.04999995231628,0,-0.394688338041306,0,0.749743759632111,0.75,0.935973227024078,0.999501466751099,1,1,1.31560003757477,2,1.81560003757477,0
-0.000250263221273606,0.000281592918327078,-0.394843369722366,0,1.05017256736755,1.04999995231628,0,-0.394688338041306,0,0.749749720096588,0.75,0.935973227024078,0.999502122402191,1,1,1.32990002632141,2,1.82990002632141,0
-0.000243189342372723,0.000286911556031555,-0.394836455583572,0,1.05017721652985,1.04999995231628,0,-0.394688338041306,0,0.749756813049316,0.75,0.935973227024078,0.999507069587708,1,1,1.34420001506805,2,1.84420001506805,0
-0.000235334045484598,0.000288463779725134,-0.39482969045639,0,1.05017936229706,1.04999995231628,0,-0.394688338041306,0,0.749764680862427,0.75,0.935973227024078,0.999515354633331,1,1,1.3585000038147,2,1.8585000038147,0
-0.000226602560460384,0.000285706948488951,-0.394823014736176,0,1.05017864704132,1.04999995231628,0,-0.394688338041306,0,0.749773383140564,0.75,0.935973227024078,0.999527752399445,1,1,1.37279999256134,2,1.87279999256134,0
-0.000217100982800394,0.000278951483778656,-0.394816488027573,0,1.05017530918121,1.04999995231628,0,-0.394688338041306,0,0.749782919883728,0.75,0.935973227024078,0.9995436668396,1,1,1.38709998130798,2,1.88709998130798,0
-0.000206841234002017,0.000268315779976547,-0.394810110330582,0,1.05016911029816,1.04999995231628,0,-0.394688338041306,0,0.749793171882629,0.75,0.935973227024078,0.999563157558441,1,1,1.40139997005463,2,1.90139997005463,0
-0.000195812584859711,0.000253665581112728,-0.394803911447525,0,1.05016028881073,1.04999995231628,0,-0.394688338041306,0,0.749804198741913,0.75,0.935973227024078,0.999586284160614,1,1,1.41569995880127,2,1.91569995880127,0
-0.000184178352355957,0.000235716550378129,-0.39479786157608,0,1.05014932155609,1.04999995231628,0,-0.394688338041306,0,0.749815821647644,0.75,0.935973227024078,0.999612271785736,1,1,1.42999994754791,2,1.92999994754791,0
